Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
ADSK,Autodesk Inc,Technology,Software - Application,USA,51270000000.0,46.95,241.66000366210938,0.006,525771.0,18.26,-311.61,-110.93,-8.22,58.711054151192855,114.56903000837292,223.29547537192636,3.9850000000000003,0.317267512016699,0.92,0.0
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4430000000.0,31.4,151.0500030517578,-0.0054,118372.0,18.12,-279.72,-94.59,0.16,39.779133301937456,77.62518971709082,151.29179008888363,2.7,0.2669486433343813,0.92,12.096348853580032
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,39020000000.0,24.72,40.30500030517578,-0.0014000000000000002,1874604.0,24.92,-143.8,-63.84,-9.45,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,78050000000.0,42.19,195.13999938964844,-0.0034999999999999996,407304.0,26.44,-311.9,-152.57,-54.04,47.37563260849978,77.26264451072191,126.68278784974902,3.5175,0.14743716965949782,1.0,1.9397995471523022
IDT,IDT Corp,Communication Services,Telecom Services,USA,1220000000.0,15.08,48.439998626708984,0.0053,23367.0,20.95,-59.6,18.21,58.04,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
NFLX,Netflix Inc,Communication Services,Entertainment,USA,341660000000.0,32.02,81.02999877929688,-0.015600000000000001,22901276.0,25.12,-245.25,-76.93,9.22,23.469688648143094,45.798861933083586,89.2621561524413,1.593,0.36489469824866827,0.92,0.0
PAYC,Paycom Software Inc,Technology,Software - Application,USA,7260000000.0,16.03,129.60000610351562,-0.0155,440756.0,18.57,-64.12,15.9,56.85,78.96894611051285,154.10037662355808,300.34222032459843,5.359999999999999,0.3832849477175857,0.92,21.015136465602595
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,6240000000.0,26.99,115.41999816894531,-0.0263,297808.0,16.66,-313.62,-111.96,-8.75,27.90464564356924,54.45325808455346,106.12960717789039,2.0500000000000003,0.42291413402277667,0.85,9.792413641023636
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59700000000.0,33.89,335.3349914550781,0.0052,313079.0,26.6,-249.29,-78.99,8.16,96.00479232895128,187.34420787196436,365.13457390614235,5.995,0.23420115855534362,1.0,5.387967469771335
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,13060000000.0,30.8,27.1299991607666,-0.0016,3543411.0,24.55,-465.04,-219.18,-63.76,4.801418220499705,8.500020774174196,16.566572827768255,0.32,0.40705861783419106,0.85,4.801418220499705
V,Visa Inc,Financial,Credit Services,USA,619620000000.0,30.8,324.7900085449219,-0.0196,4249088.0,17.58,-180.09,-79.99,-14.98,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
